prefix,completion,translation,score,type,particle_num,model_type,trial_id
What is the top left element,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element,What is the top left element of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,3,COMBINED,15
What is the top left element,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element,What is the top left element of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,4,COMBINED,15
What is the top left element,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of,What is the top left element of the board?,(topleft Board),0,rollout,0,COMBINED,15
What is the top left element of,What is the top left element of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,0,COMBINED,15
What is the top left element of,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of,What is the top left element of the board?,(topleft Board),0,rollout,1,COMBINED,15
What is the top left element of,What is the top left element of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,1,COMBINED,15
What is the top left element of,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of,What is the top left element of the board?,(topleft Board),0,rollout,2,COMBINED,15
What is the top left element of,What is the top left element of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,COMBINED,15
What is the top left element of,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of,What is the top left element of the board?,(topleft Board),0,rollout,3,COMBINED,15
What is the top left element of,What is the top left element of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,3,COMBINED,15
What is the top left element of,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of,What is the top left element of the board?,(topleft Board),0,rollout,4,COMBINED,15
What is the top left element of,What is the top left element of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,4,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,0,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,0,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,0,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,2,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,2,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,2,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,3,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,3,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,3,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,4,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,4,COMBINED,15
What is the top left element of the,What is the top left element of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,4,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of the red,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of the red ship,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,final,0,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,0,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,final,1,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,final,2,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,final,3,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,3,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,final,4,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
What is the top left element of the red ship?,What is the top left element of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,4,COMBINED,15
Does,Does the red ship have any squares in common with the purple ship?,(intersect (coloredTiles Red) (coloredTiles Purple)),0,rollout,0,REGULAR,15
Does,Does the red ship go upwards?,(== (orient Red) V),0.86804,rollout,0,REGULAR,15
Does,Does the red ship have 1 tile?,(== (size Red) 1),0,rollout,0,REGULAR,15
Does,Does the red ship have any squares in common with the purple ship?,(intersect (coloredTiles Red) (coloredTiles Purple)),0,rollout,3,REGULAR,15
Does,Does the red ship go upwards?,(== (orient Red) V),0.86804,rollout,3,REGULAR,15
Does,Does the red ship have 1 tile?,(== (size Red) 1),0,rollout,3,REGULAR,15
Does,Does the red ship have any squares in common with the purple ship?,(intersect (coloredTiles Red) (coloredTiles Purple)),0,rollout,4,REGULAR,15
Does,Does the red ship go upwards?,(== (orient Red) V),0.86804,rollout,4,REGULAR,15
Does,Does the red ship have 1 tile?,(== (size Red) 1),0,rollout,4,REGULAR,15
Does the,Does the blue ship touch the red ship?,(touch Blue Red),0.926819,rollout,0,REGULAR,15
Does the,Does the purple ship have 4 blocks?,(== (size Purple) 4),0,rollout,0,REGULAR,15
Does the,Does the red ship have 2 tiles?,(== (size Red) 2),0.949452,rollout,0,REGULAR,15
Does the,Does the blue ship touch the red ship?,(touch Blue Red),0.926819,rollout,3,REGULAR,15
Does the,Does the purple ship have 4 blocks?,(== (size Purple) 4),0,rollout,3,REGULAR,15
Does the,Does the red ship have 2 tiles?,(== (size Red) 2),0.949452,rollout,3,REGULAR,15
Does the,Does the blue ship touch the red ship?,(touch Blue Red),0.926819,rollout,4,REGULAR,15
Does the,Does the purple ship have 4 blocks?,(== (size Purple) 4),0,rollout,4,REGULAR,15
Does the,Does the red ship have 2 tiles?,(== (size Red) 2),0.949452,rollout,4,REGULAR,15
Does the blue,Does the blue ship touch the leftmost square of the yellow ship?,(touch Blue Yellow),0,rollout,3,REGULAR,15
Does the blue,Does the blue ship touch the red ship?,(touch Blue Red),0.926819,rollout,3,REGULAR,15
Does the blue,Does the blue ship have a ship on top of it?,(any (map (lambda x0 (touch x0 Blue)) (set AllColors))),0,rollout,3,REGULAR,15
Does the blue ship,Does the blue ship have 2 tiles?,(== (size Blue) 2),0,rollout,3,REGULAR,15
Does the blue ship,Does the blue ship go upwards?,(== (orient Blue) V),0,rollout,3,REGULAR,15
Does the blue ship,Does the blue ship have 4 tiles?,(== (size Blue) 4),0,rollout,3,REGULAR,15
Does the blue ship touch,Does the blue ship touch the red ship?,(touch Blue Red),0.926819,rollout,3,REGULAR,15
Does the blue ship touch,Does the blue ship touch the red ship?,(touch Blue Red),0.926819,rollout,3,REGULAR,15
Does the blue ship touch,Does the blue ship touch the purple ship?,(touch Blue Purple),0,rollout,3,REGULAR,15
Does the blue ship touch more,Does the blue ship touch more than one ship?,(> (length (touch Blue)) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more,Does the blue ship touch more than one ship?,(> (length (touch Blue (set AllColors))) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more,Does the blue ship touch more than one ship?,(> (++ (map (lambda x0 (touch Blue x0)) (set AllColors))) 1),0.926819,rollout,3,REGULAR,15
Does the blue ship touch more than,Does the blue ship touch more than one ship?,(> (length (touch Blue)) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than,Does the blue ship touch more than one ship?,(> (length (touch Blue (set AllColors))) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than,Does the blue ship touch more than one block?,(> (size Blue) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than one,Does the blue ship touch more than one ship?,(> (length (touch Blue (set AllColors))) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than one,Does the blue ship touch more than one other ship?,(> (length (touch Blue (set AllColors))) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than one,Does the blue ship touch more than one other ship?,(> (++ (map (lambda x0 (touch Blue x0)) (set AllColors))) 1),0.926819,rollout,3,REGULAR,15
Does the blue ship touch more than one ship,Does the blue ship touch more than one ship?,(> (length (touch Blue)) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than one ship,Does the blue ship touch more than one ship?,(> (length (touch Blue (set AllColors))) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than one ship,Does the blue ship touch more than one ship?,(> (length (touch Blue (set AllColors))) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than one ship?,Does the blue ship touch more than one ship?,(> (length (touch Blue (set AllColors))) 1),0,final,3,REGULAR,15
Does the blue ship touch more than one ship?,Does the blue ship touch more than one ship?,(> (length (touch Blue)) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than one ship?,Does the blue ship touch more than one ship?,(> (length (touch Blue (set AllColors))) 1),0,rollout,3,REGULAR,15
Does the blue ship touch more than one ship?,Does the blue ship touch more than one ship?,(> (++ (map (lambda x0 (touch Blue x0)) (set AllColors))) 1),0.926819,rollout,3,REGULAR,15
Does the green,Does the green ship touch the blue ship?,(touch Green Blue),0,rollout,4,REGULAR,15
Does the green,Does the green ship have 2 tiles?,(== (size Green) 2),0,rollout,4,REGULAR,15
Does the green,Does the green ship go left to right?,(== (orient Green) H),0,rollout,4,REGULAR,15
Does the green ship,Does the green ship go upwards or downwards?,(== (orient Green) V),0,rollout,4,REGULAR,15
Does the green ship,Does the green ship have 2 tiles?,(== (size Green) 2),0,rollout,4,REGULAR,15
Does the green ship,Does the green ship have 4 tiles?,(== (size Green) 4),0,rollout,4,REGULAR,15
Does the green ship touch,Does the green ship touch the red or blue ship?,(or (touch Green Red) (touch Green Blue)),0,rollout,4,REGULAR,15
Does the green ship touch,Does the green ship touch the blue ship?,(touch Green Blue),0,rollout,4,REGULAR,15
Does the green ship touch,Does the green ship touch the red ship?,(touch Green Red),0,rollout,4,REGULAR,15
Does the green ship touch the,Does the green ship touch the blue ship?,(touch Green Blue),0,rollout,4,REGULAR,15
Does the green ship touch the,Does the green ship touch the red ship?,(touch Green Red),0,rollout,4,REGULAR,15
Does the green ship touch the,Does the green ship touch the red ship?,(touch Green Red),0,rollout,4,REGULAR,15
Does the green ship touch the border,Does the green ship touch the border?,(or (== (topleft (coloredTiles Green)) 1-A) (== (bottomright (coloredTiles Green)),0,rollout,4,REGULAR,15
Does the green ship touch the border,Does the green ship touch the border?,(or (== (topleft (coloredTiles Green)) (0-0)) (== (bottomright (coloredTiles Green)) (,0,rollout,4,REGULAR,15
Does the green ship touch the border,Does the green ship touch the border?,(or (== (topleft (coloredTiles Green)) (0-0)) (== (bottomright (coloredTiles Green)) (,0,rollout,4,REGULAR,15
Does the green ship touch the border?,Does the green ship touch the border?,(or (== (topleft (coloredTiles Green)) 1-A) (== (bottomright (coloredTiles Green)),0,final,4,REGULAR,15
Does the green ship touch the border?,Does the green ship touch the border?,(or (== (topleft (coloredTiles Green)) (0-0)) (== (bottomright (coloredTiles Green)) (,0,rollout,4,REGULAR,15
Does the green ship touch the border?,Does the green ship touch the border?,(or (== (topleft (coloredTiles Green)) (0-0)) (== (bottomright (coloredTiles Green)) (,0,rollout,4,REGULAR,15
Does the green ship touch the border?,Does the green ship touch the border?,(or (== (topleft (coloredTiles Green)) (0-0)) (== (bottomright (coloredTiles Green)) (,0,rollout,4,REGULAR,15
Does the pur,Does the purple ship have 3 tiles?,(== (size Purple) 3),0,rollout,0,REGULAR,15
Does the pur,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,0,REGULAR,15
Does the pur,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,0,REGULAR,15
Does the purple,Does the purple ship touch the blue ship?,(touch Purple Blue),0,rollout,0,REGULAR,15
Does the purple,Does the purple ship touch the orange ship?,(touch Purple Orange),0,rollout,0,REGULAR,15
Does the purple,Does the purple ship touch the blue ship?,(touch Purple Blue),0,rollout,0,REGULAR,15
Does the purple ship,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,0,REGULAR,15
Does the purple ship,Does the purple ship have more than 1 block?,(> (size Purple) 1),0,rollout,0,REGULAR,15
Does the purple ship,Does the purple ship contain the coordinate 4C?,(contains (coloredTiles Purple) 4-C),0,rollout,0,REGULAR,15
Does the purple ship go,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,0,REGULAR,15
Does the purple ship go,Does the purple ship go downwards?,(== (orient Purple) D),0,rollout,0,REGULAR,15
Does the purple ship go,Does the purple ship go to the right?,(== (orient Purple) H),0,rollout,0,REGULAR,15
Does the purple ship go up,Does the purple ship go upwards?,(== (orient Purple) V),0,rollout,0,REGULAR,15
Does the purple ship go up,Does the purple ship go upwards?,(== (orient Purple) V),0,rollout,0,REGULAR,15
Does the purple ship go up,Does the purple ship go upwards or downwards?,(or (== (orient Purple) V) (== (orient Purple) D)),0,rollout,0,REGULAR,15
Does the purple ship go upwards,Does the purple ship go upwards?,(== (orient Purple) V),0,rollout,0,REGULAR,15
Does the purple ship go upwards,Does the purple ship go upwards?,(== (orient Purple) V),0,rollout,0,REGULAR,15
Does the purple ship go upwards,Does the purple ship go upwards or downwards?,(or (== (orient Purple) V) (== (orient Purple) D)),0,rollout,0,REGULAR,15
Does the purple ship go upwards?,Does the purple ship go upwards?,(== (orient Purple) V),0,final,0,REGULAR,15
Does the purple ship go upwards?,Does the purple ship go upwards?,(== (orient Purple) V),0,rollout,0,REGULAR,15
Does the purple ship go upwards?,Does the purple ship go upwards?,(== (orient Purple) V),0,rollout,0,REGULAR,15
Does the purple ship go upwards?,Does the purple ship go upwards?,(== (orient Purple) V),0,rollout,0,REGULAR,15
What,What do you think are the coordinates of the highest up block of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,1,REGULAR,15
What,What is the number of ships that are touching the red ship?,(++ (map (lambda x0 (touch x0 Red)) (set AllColors))),0.967788,rollout,1,REGULAR,15
What,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,REGULAR,15
What,What do you think are the coordinates of the highest up block of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,REGULAR,15
What,What is the number of ships that are touching the red ship?,(++ (map (lambda x0 (touch x0 Red)) (set AllColors))),0.967788,rollout,2,REGULAR,15
What,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,REGULAR,15
What are,What are the coordinates of the square to the left of the red ship?,(left (topleft (coloredTiles Red))),0,rollout,1,REGULAR,15
What are,What are the coordinates of the last block of the red ship?,(bottomright (coloredTiles Red)),4.115834,rollout,1,REGULAR,15
What are,What are the coordinates of the top left corner of the ship at 3C?,(topleft (coloredTiles (color 3-C))),0,rollout,1,REGULAR,15
What are,What are the coordinates of the square to the left of the red ship?,(left (topleft (coloredTiles Red))),0,rollout,2,REGULAR,15
What are,What are the coordinates of the last block of the red ship?,(bottomright (coloredTiles Red)),4.115834,rollout,2,REGULAR,15
What are,What are the coordinates of the top left corner of the ship at 3C?,(topleft (coloredTiles (color 3-C))),0,rollout,2,REGULAR,15
What are the,"What are the sizes of the purple ship, the blue ship, and the red ship?",(list (size Purple) (size Blue) (size Red)),0,rollout,1,REGULAR,15
What are the,What are the coordinates of the last block of the red ship?,(bottomright (coloredTiles Red)),4.115834,rollout,1,REGULAR,15
What are the,What are the name of the two colors of the ships?,(set AllColors),0,rollout,1,REGULAR,15
What are the,What are the coordinates of the leftmost ship?,(topleft (coloredTiles (first (set AllColors)))),0,rollout,2,REGULAR,15
What are the,What are the coordinate of the centre square of the red ship?,(centre (coloredTiles Red)),0,rollout,2,REGULAR,15
What are the,What are the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,REGULAR,15
What are the coordinates,What are the coordinates of the top left corner of the largest ship?,(topleft (max (map (lambda x0 (size x0)) (set AllColors)))),0,rollout,1,REGULAR,15
What are the coordinates,What are the coordinates of two of the four blocks of the red ship?,(list (topleft (coloredTiles Red)) (bottomright (coloredTiles Red))),0,rollout,1,REGULAR,15
What are the coordinates,What are the coordinates of the leftmost block in the purple ship?,(topleft (coloredTiles Purple)),0,rollout,1,REGULAR,15
What are the coordinates,What are the coordinates of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,REGULAR,15
What are the coordinates,What are the coordinates of the purple ship?,(coloredTiles Purple),0,rollout,2,REGULAR,15
What are the coordinates,What are the coordinates of the last block of the red ship?,(bottomright (coloredTiles Red)),4.115834,rollout,2,REGULAR,15
What are the coordinates of,What are the coordinates of the leftmost square occupied by a ship?,(topleft (coloredTiles (set AllColors))),0,rollout,1,REGULAR,15
What are the coordinates of,What are the coordinates of the bottom row of the blue ship?,(map (lambda x0 (bottomright (coloredTiles x0))) (set AllColors)),0,rollout,1,REGULAR,15
What are the coordinates of,What are the coordinates of the second block of the red ship?,(second (coloredTiles Red)),0,rollout,1,REGULAR,15
What are the coordinates of,What are the coordinates of the top left block of the yellow ship?,(topleft (coloredTiles Yellow)),0,rollout,2,REGULAR,15
What are the coordinates of,What are the coordinates of the leftmost block of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,REGULAR,15
What are the coordinates of,What are the coordinates of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,REGULAR,15
What are the coordinates of the,What are the coordinates of the first square of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,REGULAR,15
What are the coordinates of the,What are the coordinates of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,1,REGULAR,15
What are the coordinates of the,What are the coordinates of the 9th square occupied by ships?,(nth 8 (map (lambda x0 (topleft x0)) (set AllColors))),0,rollout,1,REGULAR,15
What are the coordinates of the,What are the coordinates of the topmost and bottommost squares occupied by the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,REGULAR,15
What are the coordinates of the,What are the coordinates of the lower left corner of the red ship?,(topleft (coloredTiles Red)),4.181366,rollout,2,REGULAR,15
What are the coordinates of the,What are the coordinates of the ship at 2G?,(coloredTiles (color 2-G)),0,rollout,2,REGULAR,15
What are the coordinates of the ,What are the coordinates of the 10th square occupied by a ship?,(nth 9 (map (lambda x0 (nth 0 (coloredTiles x0))) (set AllColors))),0,rollout,2,REGULAR,15
What are the coordinates of the ,What are the coordinates of the 3rd tile of the blue ship?,(nth (nth (coloredTiles Blue) 2) 0),0,rollout,2,REGULAR,15
What are the coordinates of the ,What are the coordinates of the 10th square occupied by a ship?,(nth 9 (map (lambda x0 (topleft x0)) (set AllColors))),0,rollout,2,REGULAR,15
What are the coordinates of the 8,What are the coordinates of the 8th square occupied by either ship?,(nth 7 (map (lambda x0 (topleft x0)) (set AllColors))),0,rollout,2,REGULAR,15
What are the coordinates of the 8,What are the coordinates of the 8th square occupied by the red ship?,(nth 7 (coloredTiles Red)),0,rollout,2,REGULAR,15
What are the coordinates of the 8,What are the coordinates of the 8th ship?,(nth 7 (set AllColors)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares,What are the coordinates of the 8 squares that the red ship occupies?,(map (lambda x0 (topleft x0)) (coloredTiles Red)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares,What are the coordinates of the 8 squares occupied by ships?,(++ (map (lambda x0 (coloredTiles x0)) (set AllColors))),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares,What are the coordinates of the 8 squares occupied by the red ship?,(coloredTiles Red),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at,What are the coordinates of the 8 squares at the top of the grid?,(map (lambda x0 (topleft x0)) (set AllColors)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at,What are the coordinates of the 8 squares at the bottom of the grid?,(map (lambda x0 (bottomright x0)) (set AllColors)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at,What are the coordinates of the 8 squares at the top-right of the board?,(map (lambda x0 (topleft x0)) (map (lambda x1 (lambda x2 (lambda x3 (lambda x4 (lambda,0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at ,What are the coordinates of the 8 squares at 8B?,(map (lambda x0 (cons 8 (cdr x0))) (coloredTiles 8-B)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at ,"What are the coordinates of the 8 squares at 2A, 2B, 3A, 3B, 4A, 4B, 5A, and 5B?",(map (lambda x0 (list (car x0) (cdr x0))) (list 2-A 2-B 3-,0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at ,What are the coordinates of the 8 squares at 3C?,(map (lambda x0 (cons 3-C x0)) (list A B C D E F G H)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2,What are the coordinates of the 8 squares at 2C?,(map (lambda x0 (list 2 x0)) (list C D E F G H)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2,What are the coordinates of the 8 squares at 2A?,(map (lambda x0 (cons 2-A x0)) (list A B C D E F G H)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2,What are the coordinates of the 8 squares at 2B?,(map (lambda x0 (cons 2-B x0)) (range 1 9)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2x,What are the coordinates of the 8 squares at 2x4?,(map (lambda x0 (cons 2 x0)) (list 4 5 6 7 8)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2x,What are the coordinates of the 8 squares at 2x and between 2-6?,(map (lambda x0 (list 2 x0)) (range 2 6)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2x,What are the coordinates of the 8 squares at 2x1?,(map (lambda x0 (cons 2 x0)) (list 1 2 3 4 5 6 7 8)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2x4,What are the coordinates of the 8 squares at 2x4?,(map (lambda x0 (cons 2 x0)) (map (lambda x0 (cons 4 x0)) (list 1 2,0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2x4,What are the coordinates of the 8 squares at 2x4?,(map (lambda x0 (cons 2 x0)) (list 4 5 6 7)),0,rollout,2,REGULAR,15
What are the coordinates of the 8 squares at 2x4,What are the coordinates of the 8 squares at 2x4?,(map (lambda x0 (cons 2 x0)) (list 4 5 6 7)),0,rollout,2,REGULAR,15
