mode,context,question,code,eig
ascii,15,Is the purple battleship located vertically on cells C2 and C3?,(== (set C-2 C-3) (coloredTiles Purple)),0
ascii,15,Is the purple battleship located at B2 and C2?,(isSubset (set B-2 C-2) (coloredTiles Purple)),0
ascii,15,Is the purple battleship oriented vertically?,(== (orient Purple) V),0
ascii,15,Is the cell at C2 part of the purple battleship?,(isSubset (set C-2) (coloredTiles Purple)),0
ascii,15,Is the purple battleship oriented vertically?,(== (orient Purple) V),0
ascii,15,Is the blue battleship oriented vertically?,(== (orient Blue) V),0
ascii,15,Is the purple battleship oriented vertically?,(== (orient Purple) V),0
ascii,15,Is the blue battleship located vertically in the cells E4 and E5?,(and (isSubset (set E-4 E-5) (coloredTiles Blue)) (== (orient Blue) V)),0
ascii,15,Is the purple battleship placed vertically on cells C2 and C3?,(and (isSubset (set C-2 C-3) (coloredTiles Purple)) (== (orient Purple) V)),0
ascii,15,Is the cell at B3 part of a vertically aligned battleship?,(isSubset (set B-3) (map (lambda x0 (if (== (orient x0) V) (true) (false))) (set AllColors))),0
ascii,15,Is the blue battleship placed vertically?,(== (orient Blue) V),0
ascii,15,Is the purple battleship oriented vertically?,(== (orient Purple) V),0
ascii,15,Is the purple battleship located at B3 and C3?,(isSubset (set B-3 C-3) (coloredTiles Purple)),0
ascii,15,Is the red battleship positioned vertically at cells D5 and D6?,(and (== (orient Red) V) (isSubset (set D-5 D-6) (coloredTiles Red))),0.297472
ascii,15,Is the Purple battleship located at B2 and C2?,(isSubset (set B-2 C-2) (coloredTiles Purple)),0
ascii,15,Is the blue battleship oriented vertically?,(== (orient Blue) V),0
ascii,15,"Is the purple battleship, which we have already hit at C2 and C3, positioned vertically?",(and (isSubset (set C-2 C-3) (coloredTiles Purple)) (== (orient Purple) V)),0
ascii,15,Is the purple battleship oriented vertically?,(== (orient Purple) V),0
ascii,15,Is the purple battleship located vertically in column C?,(and (== (orient Purple) V) (== (colL (topleft (coloredTiles Purple))) C)),0
ascii,15,Is the purple battleship located at B2 and C2?,(isSubset (set B-2 C-2) (coloredTiles Purple)),0
ascii,15,Is the Purple Battleship oriented vertically?,(== (orient Purple) V),0
ascii,15,Is the purple battleship located at C2 and C3 oriented vertically?,(and (isSubset (set C-2 C-3) (coloredTiles Purple)) (== (orient Purple) V)),0
ascii,15,Is the Purple battleship positioned vertically on the board?,(== (orient Purple) V),0
ascii,15,Is the blue battleship aligned vertically?,(== (orient Blue) V),0
ascii,15,Is the blue battleship located in B4 and B5?,(isSubset (set B-4 B-5) (coloredTiles Blue)),0
ascii,15,Is the purple battleship sunk?,(sunk Purple),0
ascii,15,Is the Blue battleship located vertically in columns E and F?,(and (== (orient Blue) V) (isSubset (coloredTiles Blue) (setUnion (column E) (column F)))),0
ascii,15,Is the purple battleship positioned vertically at cells B3 and C3?,(isSubset (set B-3 C-3) (coloredTiles Purple)),0
ascii,15,Is the cell C5 hidden?,(isHidden C-5),0
serial,15,Is the purple ship vertically aligned on the board?,(== (orient Purple) V),0
serial,15,Is the rest of the blue ship likely located in the cells above and below 4-E and 5-E?,(isSubset (set 4-E 5-E) (coloredTiles Blue)),0
serial,15,Is the purple ship in a vertical orientation?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship vertically oriented?,(== (orient Purple) V),0
serial,15,Is the purple ship on the board located vertically?,(== (orient Purple) V),0
serial,15,Is the second tile of the purple ship located at 2-B?,(isSubset (set 2-B) (nth 1 (coloredTiles Purple))),0
serial,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
serial,15,Is there a possibility that the blue ship extends to tile 4-F or 5-D?,(or (isSubset (set 4-F) (coloredTiles Blue)) (isSubset (set 5-D) (coloredTiles Blue))),0
serial,15,Is the purple ship located at 2-C part of a larger ship or blown up already?,(isSubset (set 2-C) (coloredTiles Purple)),0
serial,15,Is the purple ship located vertically on the grid?,(== (orient Purple) V),0
serial,15,Is the Purple Ship located in cell 2-D?,(isSubset (set 2-D) (coloredTiles Purple)),0
serial,15,"Is the purple ship located vertically, meaning that it spans across 2-C and 3-C?",(and (== (orient Purple) V) (isSubset (set 2-C 3-C) (coloredTiles Purple))),0
serial,15,Is the Purple Ship oriented vertically?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Does the purple ship extend from 2-C to 3-C?,(isSubset (set 2-C 3-C) (coloredTiles Purple)),0
serial,15,Is tile 2-D part of the Purple ship?,(isSubset (set 2-D) (coloredTiles Purple)),0
serial,15,Is the purple ship placed vertically on the board?,(== (orient Purple) V),0
serial,15,Is the hidden tile at 2-D part of the purple ship I see at 2-C and 3-C?,(isSubset (set 2-D) (coloredTiles Purple)),0
serial,15,Is the purple ship in a horizontal position?,(== (orient Purple) H),0
serial,15,Is the purple ship running vertically on column 2?,(and (== (orient Purple) V) (== (colL (topleft (coloredTiles Purple))) 2)),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple ship oriented vertically?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the tile at 2-D a part of the Purple Ship?,(isSubset (set 2-D) (coloredTiles Purple)),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship horizontal in orientation?,(== (orient Purple) H),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship located vertically along column 2?,(== (orient Purple) V),0
serial,15,Is the purple ship only two tiles long?,(== (size Purple) 2),0
serial,15,Is the purple ship oriented vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,"Is the purple ship vertical, meaning are tiles 2-C and 3-C part of the same ship?",(and (== (orient Purple) V) (isSubset (set 2-C 3-C) (coloredTiles Purple))),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Could the Purple Ship be located at cells 2-B and 2-D?,(isSubset (set 2-B 2-D) (coloredTiles Purple)),0
serial,15,Is the Purple Ship oriented vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,"Is the Purple Ship potentially located at cells 2-B and 2-D, considering the cardinal rule of Battleship that ships cannot be placed diagonally and the fact that cell 2-C is a Purple Ship tile?",(isSubset (set 2-B 2-D) (coloredTiles Purple)),0
serial,15,Is the purple ship located in 2-C and 3-C the only parts of that ship visible on the board?,(isSubset (set 2-C 3-C) (coloredTiles Purple)),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,"Is the Purple Ship vertical, covering cells 2-C and 3-C?",(and (== (orient Purple) V) (isSubset (set 2-C 3-C) (coloredTiles Purple))),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,"Is the purple ship, seen on tiles 2-C and 3-C, only two tiles long?",(== (size Purple) 2),0
serial,15,Is the Purple Ship located vertically on the grid?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Does the purple ship extend vertically from 2-C to 3-C?,(isSubset (set 2-C 3-C) (coloredTiles Purple)),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically in column 2-C and 3-C?,(and (== (orient Purple) V) (isSubset (set 2-C 3-C) (coloredTiles Purple))),0
serial,15,Is the Purple Ship located vertically in the B and C columns?,(and (== (orient Purple) V) (isSubset (coloredTiles Purple) (concat (column B) (column C)))),0
serial,15,Is the Purple Ship located on 2-B?,(isSubset (set 2-B) (coloredTiles Purple)),0
serial,15,Is the purple ship located vertically in columns 2 and 3?,(and (== (orient Purple) V) (isSubset (coloredTiles Purple) (set 2-3))),0
serial,15,Is the purple ship two tiles long?,(== (size Purple) 2),0
serial,15,Is the purple ship located vertically in columns 2 and 3?,(and (== (orient Purple) V) (isSubset (coloredTiles Purple) (set 2-3))),0
serial,15,Is the purple ship two tiles long?,(== (size Purple) 2),0
serial,15,Is the purple ship on the board vertically aligned?,(== (orient Purple) V),0
serial,15,Is the Purple ship in row C two tiles long?,(== (size (intersect (set C) (row (coloredTiles Purple)))) 2),0
serial,15,Is the Purple Ship positioned vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located horizontally?,(== (orient Purple) H),0
serial,15,Is the purple ship placed vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship horizontally positioned?,(== (orient Purple) H),0
serial,15,Is the purple ship positioned vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship positioned vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located at 2-C part of a ship that occupies more than one tile?,(isSubset (set 2-C) (filter (lambda x0 (> (size x0) 1)) (coloredTiles Purple))),0
serial,15,Is the Purple Ship at least 2 tiles long?,(>= (size Purple) 2),0
serial,15,Are the purple and blue ship tiles part of the same ship?,(touch Purple Blue),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship on tile 2-C part of a battleship that is positioned vertically?,(and (isSubset (set 2-C) (coloredTiles Purple)) (== (orient Purple) V)),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship vertically positioned along the 2nd and 3rd columns on the board?,(isSubset (coloredTiles Purple) (set (tilesInCols 2 3))),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple ship aligned vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship only two cells long?,(== (size Purple) 2),0
serial,15,Is the hidden tile at 2-D part of the purple ship?,(isSubset (set 2-D) (coloredTiles Purple)),0
serial,15,Is the purple ship on the board two tiles large?,(== (size Purple) 2),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship two tiles long?,(== (size Purple) 2),0
serial,15,Is the purple ship located in a straight line along 2-C and 3-C?,(isSubset (set 2-C 3-C) (coloredTiles Purple)),0
serial,15,Is the purple ship vertically aligned?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the 2nd column part of the purple ship's location?,(isSubset (set 2-C) (coloredTiles Purple)),0
serial,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
serial,15,Is the purple ship at least two tiles long?,(>= (size Purple) 2),0
serial,15,"Is the purple ship vertical, with its top end at 2-C and its bottom end at 3-C?",(and (== (orient Purple) V) (== (topleft (coloredTiles Purple)) 2-C) (== (bottomright (coloredTiles Purple)) 3-C)),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the blue ship horizontally oriented?,(== (orient Blue) H),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the Purple Ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship two tiles long?,(== (size Purple) 2),0
serial,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
serial,15,Is the purple ship located vertically between cells 2-C and 3-C?,(and (isSubset (set 2-C 3-C) (coloredTiles Purple)) (== (orient Purple) V)),0
serial,15,Is the purple ship located vertically in the grid?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the hidden cell at C2 part of the purple battleship?,(isSubset (set C-2) (coloredTiles Purple)),0
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship positioned vertically on the board?,(== (orient Purple) V),0
vision,15,Is the ship located at B2 oriented horizontally?,(== (orient (color B-2)) H),0
vision,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically at B2 and B3?,(and (== (orient Purple) V) (isSubset (set B-2 B-3) (coloredTiles Purple))),0
vision,15,Is the ship located at B2 vertical?,(== (orient (color B-2)) V),0
vision,15,Is the purple battleship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship located at B2 oriented horizontally?,(and (isSubset (set B-2) (coloredTiles Purple)) (== (orient Purple) H)),0
vision,15,Is the purple ship located vertically on the B column?,(and (== (orient Purple) V) (isSubset (set (map (lambda x0 (str B- x0)) (range 1 10))) (coloredTiles Purple))),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the ship located at B2 horizontal?,(== (orient (color B-2)) H),0
vision,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship vertically oriented on B2 and B3?,(and (== (orient Purple) V) (isSubset (set B-2 B-3) (coloredTiles Purple))),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically starting at B2 and ending at B3?,(and (== (orient Purple) V) (isSubset (set B-2 B-3) (coloredTiles Purple))),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is cell B3 part of a battleship?,(not (== (color B-3) Water)),0.561753
vision,15,Is the ship located at B2 vertical?,(== (orient (color B-2)) V),0
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically at B2 and B3?,(and (== (orient Purple) V) (isSubset (set B-2 B-3) (coloredTiles Purple))),0
vision,15,Is the purple battleship positioned vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship placed horizontally on the board?,(== (orient Purple) H),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is cell B2 a part of the purple battleship?,(isSubset (set B-2) (coloredTiles Purple)),0
vision,15,Is the purple battleship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically with its remaining parts in cells B1 and B,(isSubset (set B-1 B-2) (coloredTiles Purple)),0
vision,15,Is the purple ship located vertically starting from B2?,(isSubset (set B-2) (coloredTiles Purple)),0
vision,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the ship located at B2 vertical?,(== (orient (color B-2)) V),0
vision,15,Is the purple ship located horizontally on the board?,(== (orient Purple) H),0
vision,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically on the B column?,(and (== (orient Purple) V) (isSubset (set B) (cols (coloredTiles Purple)))),0
vision,15,Is the purple ship located horizontally on the board?,(== (orient Purple) H),0
vision,15,Is the purple ship positioned vertically on the board?,(== (orient Purple) V),0
vision,15,Is the tile at B3 part of a battleship?,(not (== (color B-3) Water)),0.561753
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically starting from B2 and ending at B4?,(and (== (orient Purple) V) (isSubset (set B-2 B-3 B-4) (coloredTiles Purple))),0
vision,15,Is the purple ship located vertically on tiles B2 and B3?,(and (== (orient Purple) V) (isSubset (set B-2 B-3) (coloredTiles Purple))),0
vision,15,Is the purple ship located vertically starting at B2?,(and (== (orient Purple) V) (== (rowL (topleft (coloredTiles Purple))) 2) (== (colL (topleft (coloredTiles Purple))) B)),0
vision,15,Is the purple ship located at B3 vertical?,(and (isSubset (set B-3) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the ship located at B2 oriented vertically?,(== (orient (color B-2)) V),0
vision,15,Is the purple ship oriented horizontally?,(== (orient Purple) H),0
vision,15,Is the purple ship located vertically starting from B2 to B4?,(isSubset (set B-2 B-3 B-4) (coloredTiles Purple)),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship located horizontally on the board?,(== (orient Purple) H),0
vision,15,Is the blue battleship oriented horizontally?,(== (orient Blue) H),0
vision,15,Is the ship located at B2 positioned vertically?,(== (orient (color B-2)) V),0
vision,15,Is the purple battleship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship placed vertically on the board?,(== (orient Purple) V),0
vision,15,Is the continuation of the purple ship located at B1?,(isSubset (set B-1) (coloredTiles Purple)),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically starting from B2?,(isSubset (set B-2) (coloredTiles Purple)),0
vision,15,Is the ship located at B2 vertical?,(== (orient (color B-2)) V),0
vision,15,Is the ship located at B3 purple?,(isSubset (set B-3) (coloredTiles Purple)),0
vision,15,Is the purple ship located vertically on B2 and B3?,(and (== (orient Purple) V) (isSubset (set B-2 B-3) (coloredTiles Purple))),0
vision,15,Is the purple ship located at B2 and B3?,(isSubset (set B-2 B-3) (coloredTiles Purple)),0
vision,15,Is the purple ship located at B2 vertical?,(and (isSubset (set B-2) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,15,Is the purple ship located at B3 vertical?,(and (isSubset (set B-3) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,15,Is the purple ship located vertically on B2 and B3?,(and (== (orient Purple) V) (isSubset (set B-2 B-3) (coloredTiles Purple))),0
vision,15,Is there a part of the purple battleship in cell B1?,(isSubset (set B-1) (coloredTiles Purple)),0
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the ship located at C3 vertical?,(== (orient (color C-3)) V),0
vision,15,Is the purple ship located at B3 vertical?,(and (isSubset (set B-3) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,15,Is the purple ship located vertically starting from B2?,(isSubset (set B-2) (coloredTiles Purple)),0
vision,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the purple ship located at B2 vertical?,(and (isSubset (set B-2) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,15,Is the ship located at B2 vertically aligned?,(== (orient (color B-2)) V),0
vision,15,Is the segment of the purple battleship hit at D2 oriented vertically?,(== (orient D-2) V),0
vision,15,Is the blue battleship positioned horizontally?,(== (orient Blue) H),0
vision,15,Is the purple ship positioned vertically?,(== (orient Purple) V),0
vision,15,Is the ship located at B3 vertical?,(== (orient (color B-3)) V),0
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship located at B3 vertical?,(and (isSubset (set B-3) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,15,Is the purple ship located at D2 vertically oriented?,(and (isSubset (set D-2) (coloredTiles Purple)) (== (orient Purple) V)),0
vision,15,Is the blue ship positioned vertically?,(== (orient Blue) V),0
vision,15,Is the ship located at B2 oriented vertically?,(== (orient (color B-2)) V),0
vision,15,Is the purple battleship placed vertically on the board?,(== (orient Purple) V),0
vision,15,Is the blue ship positioned horizontally?,(== (orient Blue) H),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the ship located at B2 vertical?,(== (orient (color B-2)) V),0
vision,15,Is the hidden tile at B2 part of the purple battleship?,(isSubset (set B-2) (coloredTiles Purple)),0
vision,15,Is the ship located at B2 vertical?,(== (orient (color B-2)) V),0
vision,15,Is the purple battleship located vertically on the board?,(== (orient Purple) V),0
vision,15,Is the purple ship oriented vertically?,(== (orient Purple) V),0
vision,15,Is the segment of the purple battleship located on B2 vertical?,(== (orient B-2) V),0
ascii,16,Is the Blue Battleship located in row 2?,(== (rowL (topleft (coloredTiles Blue))) 2),0
ascii,16,Is the Purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the blue battleship located at the coordinates C2 and D2?,(isSubset (set C-2 D-2) (coloredTiles Blue)),0
ascii,16,Is the purple battleship located at cell A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the Blue battleship located at D2?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the red battleship located at D2 still intact?,(isSubset (set D-2) (coloredTiles Red)),0
ascii,16,Is the purple battleship located horizontally at A2 and B2?,(and (== (orient Purple) H) (isSubset (set A-2 B-2) (coloredTiles Purple))),0
ascii,16,Is the blue battleship at C2 hit only once?,(isSubset (set C-2) (hitOnce (coloredTiles Blue))),0
ascii,16,Is the unhit part of the Red battleship at cell C2 or D2?,(isSubset (set C-2 D-2) (coloredTiles Red)),0.863121
ascii,16,Is the purple battleship placed horizontally at A2-B2?,(and (== (orient Purple) H) (isSubset (set A-2 B-2) (coloredTiles Purple))),0
ascii,16,Is the red battleship located at D2 sunk already?,(isSubset (set D-2) (coloredTiles Red)),0
ascii,16,Is the cell at C1 a part of the purple battleship?,(isSubset (set C-1) (coloredTiles Purple)),0
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the Blue battleship located at D2?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the Purple battleship located at A2?,(isSubset (set A-2) (coloredTiles Purple)),0
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the cell at F2 a part of the blue battleship?,(isSubset (set F-2) (coloredTiles Blue)),0.811278
ascii,16,Is the red battleship located at D2 damaged anywhere else?,(isSubset (set D-2) (damagedTiles Red)),0
ascii,16,Is the purple battleship oriented horizontally?,(== (orient Purple) H),0.985228
ascii,16,Is the red battleship located at cells D2 and E2?,(isSubset (set D-2 E-2) (coloredTiles Red)),0
ascii,16,Is there a battleship located at D1?,(isSubset (set D-1) (coloredTiles AllColors)),0
ascii,16,Is the Purple battleship located at B1?,(isSubset (set B-1) (coloredTiles Purple)),0
ascii,16,Is the Purple battleship located in cell A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the Blue battleship located at D2?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the Blue Battleship located at D2?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the purple battleship in cell A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the red battleship located at the coordinate D2?,(isSubset (set D-2) (coloredTiles Red)),0
ascii,16,Is the Red Battleship at D2 two cells long?,(== (size Red) 2),0.985228
ascii,16,Is the red battleship located vertically on the board?,(== (orient Red) V),0.863121
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the blue battleship located at D2 completely sunk?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the red battleship located at C2?,(isSubset (set C-2) (coloredTiles Red)),0.863121
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the hidden cell at D2 part of the red battleship?,(isSubset (set D-2) (coloredTiles Red)),0
ascii,16,Is the Purple battleship positioned horizontally?,(== (orient Purple) H),0.985228
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the blue battleship (B) located at cell D2 part of a battleship that is oriented horizontally?,(isSubset (set D-2) (if (== (orient B) H) (coloredTiles Blue) (set))),0
ascii,16,Is the purple ship located at B1?,(isSubset (set B-1) (coloredTiles Purple)),0
ascii,16,Is the purple battleship located at cell A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the blue battleship located at C2?,(isSubset (set C-2) (coloredTiles Blue)),0
ascii,16,Is the Red battleship located at D2?,(isSubset (set D-2) (coloredTiles Red)),0
ascii,16,Is the blue battleship located at D2 of size one?,(and (isSubset (set D-2) (coloredTiles Blue)) (== (size Blue) 1)),0
ascii,16,Is the Red battleship positioned horizontally on the board?,(== (orient Red) H),0.863121
ascii,16,Is the remainder of the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the red battleship located at D2?,(isSubset (set D-2) (coloredTiles Red)),0
ascii,16,Is the blue battleship located at B5 also extending to any hidden cell in row A or B?,(isSubset (set B-5 A-5) (coloredTiles Blue)),0
ascii,16,Is the Purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the Red Battleship located at D2?,(isSubset (set D-2) (coloredTiles Red)),0
ascii,16,Is the purple battleship hit in cell A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the red battleship located at D2?,(isSubset (set D-2) (coloredTiles Red)),0
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the blue battleship located at E2 fully revealed?,(isSubset (set E-2) (coloredTiles Blue)),0
ascii,16,Is the purple battleship at position A2?,(isSubset (set A-2) (coloredTiles Purple)),0
ascii,16,Is the second segment of the Red Battleship located at D2 or B3?,(isSubset (set D-2 B-3) (coloredTiles Red)),0
ascii,16,Is the blue battleship located at D2?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the Blue Battleship located at D2?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the Blue battleship oriented vertically?,(== (orient Blue) V),0.811278
ascii,16,Is the Purple battleship located at B1?,(isSubset (set B-1) (coloredTiles Purple)),0
ascii,16,Is the red battleship located at D2 oriented vertically?,(and (isSubset (set D-2) (coloredTiles Red)) (== (orient Red) V)),0.863121
ascii,16,Is the blue battleship located at D2 already sunk?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the Purple battleship located at A1?,(isSubset (set A-1) (coloredTiles Purple)),0.985228
ascii,16,Is the Red battleship located at cell D2 part of a larger battleship oriented vertically?,(and (isSubset (set D-2) (coloredTiles Red)) (== (orient Red) V)),0.863121
ascii,16,Is the Blue battleship located at D2?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the blue battleship located at D2?,(isSubset (set D-2) (coloredTiles Blue)),0
ascii,16,Is the purple battleship located at B1?,(isSubset (set B-1) (coloredTiles Purple)),0
ascii,16,Is the blue battleship located at D2 vertically placed?,(and (isSubset (set D-2) (coloredTiles Blue)) (== (orient Blue) V)),0
ascii,16,Is the Purple battleship located at B1?,(isSubset (set B-1) (coloredTiles Purple)),0
ascii,16,Is the blue battleship situated horizontally at position D2-E2?,(and (== (orient Blue) H) (isSubset (set D-2 E-2) (coloredTiles Blue))),0
