trial,question,code
14,Is there any part of the red ship in column A?,(any (map (lambda y0 (== (colL y0) 1)) (coloredTiles Red)))
14,Is there any part of the red ship in column A?,(any (map (lambda y0 (== (colL y0) 1)) (coloredTiles Red)))
14,Is there any part of the red ship in column F?,(any (map (lambda y0 (== (colL y0) 6)) (coloredTiles Red)))
14,Is there any ship in column A?,(any (map (lambda x0 (any (map (lambda y1 (== (colL y1) 1)) (coloredTiles x0)))) (set AllColors)))
14,What color is at 1A?,(color 1A)
14,What color is at 6A?,(color 6A)
14,What is the location of one red tile?,(topleft (coloredTiles Red))
14,What is the location of one red tile?,(topleft (coloredTiles Red))
15,Are all ships the same size?,(all (map (lambda x0 (== (size x0) (size Red))) (set AllColors)))
15,At what location is the top left part of the red ship?,(topleft (coloredTiles Red))
15,At what location is the top left part of the red ship?,(topleft (coloredTiles Red))
15,At what location is the top left part of the red ship?,(topleft (coloredTiles Red))
15,At what location is the top left part of the red ship?,(topleft (coloredTiles Red))
15,Does the red ship touch any other ship?,(any (map (lambda x0 (touch Red x0)) (set Blue Purple)))
15,Does the red ship touch any other ship?,(any (map (lambda x0 (touch Red x0)) (set Blue Purple)))
15,How many tiles is the red ship?,(size Red)
15,How many tiles is the red ship?,(size Red)
15,How many tiles is the red ship?,(size Red)
15,How many tiles is the red ship?,(size Red)
15,How many tiles is the red ship?,(size Red)
15,How many tiles is the red ship?,(size Red)
15,How many tiles is the red ship?,(size Red)
15,How many tiles is the red ship?,(size Red)
15,How many tiles is the red ship?,(size Red)
15,Is any part of the red ship in the left half of the grid?,(any (map (lambda x0 (any (map (lambda y1 (< (colL y1) 4)) (coloredTiles x0)))) (set AllColors)))
15,Is the purple ship 4 tiles long?,(== (size Purple) 4)
15,Is the red ship 2 tiles long?,(== (size Red) 2)
15,Is the red ship 3 or more tiles long?,(> (size Red) 2)
15,Is the red ship 3 or more tiles long?,(> (size Red) 2)
15,Is the red ship 3 tiles long?,(== (size Red) 3)
15,Is the red ship 3 tiles long?,(== (size Red) 3)
15,Is the red ship horizontal?,(== (orient Red) H)
15,Is there a red tile at 1A?,(== (color 1A) Red)
15,Is there a red tile at 2B?,(== (color 2B) Red)
15,Is there a ship at 6A?,(not (== (color 6A) Water))
15,Is there a ship at 6D?,(not (== (color 6D) Water))
15,Is there any ship in column F?,(any (map (lambda x0 (any (map (lambda y1 (== (colL y1) 6)) (coloredTiles x0)))) (set AllColors)))
15,What color is at 1A?,(color 1A)
15,What is the location of one red tile?,(topleft (coloredTiles Red))
16,Are all ships 3 tiles long?,(all (map (lambda x0 (== (size x0) 3)) (set AllColors)))
16,Are any ships 4 tiles long?,(any (map (lambda x0 (== (size x0) 4)) (set AllColors)))
16,Do the blue ship and the red ship have the same size?,(== (size Blue) (size Red))
16,Do the red ship and the purple ship touch?,(touch Red Purple)
16,How many ships are horizontal? ,(++ (map (lambda x0 (== (orient x0) H)) (set AllColors)))
16,How many tiles in row 2 are occupied by ships?,(++ (map (lambda x0 (++ (map (lambda y0 (== (rowL y0) 2)) (coloredTiles x0)))) (set AllColors)))
16,How many tiles is the blue ship?,(size Blue)
16,How many tiles is the blue ship?,(size Blue)
16,How many tiles is the blue ship?,(size Blue)
16,How many tiles is the blue ship?,(size Blue)
16,How many tiles is the blue ship?,(size Blue)
16,How many tiles is the blue ship?,(size Blue)
16,How many tiles is the blue ship?,(size Blue)
16,How many tiles is the blue ship?,(size Blue)
16,How many tiles is the purple ship?,(size Purple)
16,How many tiles is the red ship?,(size Red)
16,How many tiles is the red ship?,(size Red)
16,How many tiles is the red ship?,(size Red)
16,How many tiles is the red ship?,(size Red)
16,How many tiles is the red ship?,(size Red)
16,How many tiles is the red ship?,(size Red)
16,Is the blue ship 3 tiles long?,(== (size Blue) 3)
16,Is the blue ship 4 tiles long?,(== (size Blue) 4)
16,Is the blue ship horizontal?,(== (orient Blue) H)
16,Is the purple ship horizontal?,(== (orient Purple) H)
16,Is the red ship 2 tiles long?,(== (size Red) 2)
16,Is the red ship 3 or more tiles long?,(> (size Red) 2)
16,Is the red ship 4 tiles long?,(== (size Red) 4)
16,Is the red ship horizontal?,(== (orient Red) H)
16,Is the red ship horizontal?,(== (orient Red) H)
16,Is the red ship horizontal?,(== (orient Red) H)
16,Is the red ship horizontal?,(== (orient Red) H)
16,Is the red ship horizontal?,(== (orient Red) H)
16,Is there a blue tile at 2F?,(== (color 2F) Blue)
16,Is there a ship at 2B?,(not (== (color 2B) Water))
16,What color is at 1D?,(color 1D)
16,What color is at 2B?,(color 2B)
17,Are any ships 4 tiles long?,(any (map (lambda x0 (== (size x0) 4)) (set AllColors)))
17,Are the red ship and the purple ship parallel?,(== (orient Red) (orient Purple))
17,Are the red ship and the purple ship parallel?,(== (orient Red) (orient Purple))
17,Are the red ship and the purple ship parallel?,(== (orient Red) (orient Purple))
17,Are the red ship and the purple ship parallel?,(== (orient Red) (orient Purple))
17,Are there more horizontal ships than vertical ships?,(> (++ (map (lambda x0 (== (orient x0) H)) (set AllColors))) (++ (map (lambda x0 (== (orient x0) V)) (set AllColors))))
17,At what location is the top left part of the red ship?,(topleft (coloredTiles Red))
17,How many ships are horizontal? ,(++ (map (lambda x0 (== (orient x0) H)) (set AllColors)))
17,How many tiles in row 1 are occupied by ships?,(++ (map (lambda x0 (++ (map (lambda y0 (== (rowL y0) 1)) (coloredTiles x0)))) (set AllColors)))
17,How many tiles is the blue ship?,(size Blue)
17,How many tiles is the blue ship?,(size Blue)
17,How many tiles is the purple ship?,(size Purple)
17,How many tiles is the purple ship?,(size Purple)
17,How many tiles is the purple ship?,(size Purple)
17,How many tiles is the purple ship?,(size Purple)
17,How many tiles is the red ship?,(size Red)
17,How many tiles is the red ship?,(size Red)
17,How many tiles is the red ship?,(size Red)
17,How many tiles is the red ship?,(size Red)
17,How many tiles is the red ship?,(size Red)
17,How many tiles is the red ship?,(size Red)
17,Is the blue ship 2 tiles long?,(== (size Blue) 2)
17,Is the blue ship 3 or more tiles long?,(> (size Blue) 2)
17,Is the blue ship 4 tiles long?,(== (size Blue) 4)
17,Is the blue ship 4 tiles long?,(== (size Blue) 4)
17,Is the purple ship 2 tiles long?,(== (size Purple) 2)
17,Is the purple ship horizontal?,(== (orient Purple) H)
17,Is the red ship 4 tiles long?,(== (size Red) 4)
17,Is the red ship horizontal?,(== (orient Red) H)
17,Is the red ship horizontal?,(== (orient Red) H)
17,Is the red ship horizontal?,(== (orient Red) H)
17,Is the red ship horizontal?,(== (orient Red) H)
17,Is there a red tile at 3D?,(== (color 3D) Red)
17,Is there a ship at 2B?,(not (== (color 2B) Water))
17,Is there any part of the red ship in column A?,(any (map (lambda y0 (== (colL y0) 1)) (coloredTiles Red)))
17,What color is at 2E?,(color 2E)
17,What color is at 6C?,(color 6C)
18,Are the blue ship and the purple ship parallel?,(== (orient Blue) (orient Purple))
18,At what location is the bottom right part of the purple ship?,(bottomright (coloredTiles Purple))
18,Do the blue ship and the purple ship touch?,(touch Blue Purple)
18,How many ships are horizontal? ,(++ (map (lambda x0 (== (orient x0) H)) (set AllColors)))
18,How many tiles is the purple ship?,(size Purple)
18,How many tiles is the purple ship?,(size Purple)
18,How many tiles is the purple ship?,(size Purple)
18,How many tiles is the purple ship?,(size Purple)
18,How many tiles is the purple ship?,(size Purple)
18,How many tiles is the purple ship?,(size Purple)
18,How many tiles is the purple ship?,(size Purple)
18,Is the purple ship 2 tiles long?,(== (size Purple) 2)
18,Is the purple ship 3 or more tiles long?,(> (size Purple) 2)
18,Is the purple ship 3 or more tiles long?,(> (size Purple) 2)
18,Is the purple ship 3 tiles long?,(== (size Purple) 3)
18,Is the purple ship 4 tiles long?,(== (size Purple) 4)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the purple ship horizontal?,(== (orient Purple) H)
18,Is the red ship 2 tiles long?,(== (size Red) 2)
18,Is there a purple tile at 1A?,(== (color 1A) Purple)
18,Is there a purple tile at 2C?,(== (color 2C) Purple)
18,Is there any part of the purple ship in column B?,(any (map (lambda y0 (== (colL y0) 2)) (coloredTiles Purple)))
18,What color is at 1A?,(color 1A)
18,What color is at 3A?,(color 3A)
